2022-01-03;35.103814;-90.000582;38114;Yes;1
2022-01-03;35.114178;-89.998155;38114;Yes;9
2022-01-03;35.099682;-89.967241;38114;Yes;4
2022-01-03;35.108537;-89.973133;38114;No;2
2022-01-03;35.115575;-89.99275;38114;Yes;177
2022-01-04;35.080243;-89.983123;38114;No;5
2022-01-04;35.097184;-89.968922;38114;Yes;1
2022-01-05;35.105167;-89.993765;38114;Yes;4
2022-01-07;35.115316;-89.991959;38114;Yes;177
2022-01-07;35.115124;-89.995264;38114;No;1
2022-01-07;35.078502;-89.983388;38114;No;16
2022-01-07;35.105364;-89.992061;38114;Yes;4
2022-01-07;35.121986;-90.007304;38114;No;3
2022-01-10;35.078745;-89.983323;38114;No;13
2022-01-11;35.077517;-89.979384;38114;No;528
2022-01-11;35.079225;-89.980478;38114;No;528
2022-01-11;35.079225;-89.980478;38114;Yes;528
2022-01-11;35.079255;-89.979138;38114;Yes;528
2022-01-11;35.079199;-89.981269;38114;Yes;528
2022-01-11;35.079199;-89.981269;38114;No;528
2022-01-11;35.079225;-89.980478;38114;No;528
2022-01-11;35.079186;-89.981763;38114;No;528
2022-01-11;35.079225;-89.980478;38114;Yes;528
2022-01-11;35.079225;-89.980478;38114;No;528
2022-01-11;35.079186;-89.981763;38114;Yes;528
2022-01-11;35.079255;-89.979138;38114;No;528
2022-01-11;35.077517;-89.979384;38114;Yes;528
2022-01-11;35.078074;-89.979323;38114;Yes;528
2022-01-11;35.079225;-89.980478;38114;Yes;528
2022-01-11;35.079541;-89.97975;38114;No;1
2022-01-11;35.079225;-89.980478;38114;No;528
2022-01-11;35.077302;-89.981984;38114;No;528
2022-01-11;35.079225;-89.980478;38114;No;528
2022-01-11;35.079186;-89.981763;38114;Yes;528
2022-01-11;35.07893;-89.98052;38114;Yes;528
2022-01-11;35.079199;-89.981269;38114;No;528
2022-01-12;35.115699;-89.991943;38114;No;177
2022-01-12;35.115316;-89.991959;38114;Yes;177
2022-01-13;35.095881;-89.997477;38114;No;585
2022-01-13;35.095244;-89.996319;38114;Yes;332
2022-01-13;35.097678;-89.996525;38114;Yes;249
2022-01-13;35.097346;-89.998567;38114;No;249
2022-01-13;35.096772;-89.997527;38114;Yes;585
2022-01-13;35.097412;-89.998351;38114;Yes;249
2022-01-13;35.095881;-89.997477;38114;No;585
2022-01-13;35.112224;-89.987681;38114;No;1
2022-01-13;35.096772;-89.997527;38114;No;585
2022-01-13;35.096871;-89.99837;38114;Yes;585
2022-01-18;35.082203;-89.962228;38114;Yes;1
2022-01-19;35.079865;-89.970831;38114;No;891
2022-01-19;35.098934;-89.978944;38114;No;7
2022-01-19;35.079865;-89.970831;38114;No;891
2022-01-19;35.110124;-89.969411;38114;Yes;7
2022-01-24;35.100818;-89.962289;38114;No;92
2022-01-24;35.096285;-89.974073;38114;Yes;2
2022-01-24;35.093121;-89.961086;38114;Yes;2
2022-01-24;35.100874;-89.963088;38114;No;92
2022-01-24;35.119796;-90.003196;38114;Yes;6
2022-01-24;35.100874;-89.963088;38114;No;92
2022-01-24;35.101223;-89.963865;38114;No;92
2022-01-24;35.093795;-89.961659;38114;No;3
2022-01-24;35.101223;-89.963865;38114;No;92
2022-01-25;35.104538;-89.980382;38114;Yes;5
2022-01-25;35.103575;-89.980426;38114;No;6
